Krankenhaus,Adresse,n_Betten,url
BDH-Klinik Waldkirch,"Heitere Weg 10, 79183 Waldkirch",101,https://www.bdh-klinik-waldkich.de
MEDIAN Franz-Alexander-Klinik Nordrach,"Im Dorf 44, 77787 Nordrach",34,https://www.median-kliniken.de//de/standorte/median-franz-alexander-klinik-nordrach/klinikprofil/
MEDIAN Achertal-Klinik Ottenhöfen,"Markgraf-Bernhard-Straße 2, 77883 Ottenhöfen",69,http://www.median-kliniken.de
Parkinson Klinik Ortenau,"Kreuzbergstraße  12 , 77709 Wolfach",61,http://www.parkinson-klinik.de
SRH Krankenhaus Oberndorf a.N.,"Uhlandstr. 2, 78727 Oberndorf a.N.",120,http://www.krankenhaus-oberndorf.de
Helios Klinik Rottweil,"Krankenhausstraße 30, 78628 Rottweil",275,https://www.helios-gesundheit.de/kliniken/rottweil/
Vinzenz von Paul Hospital gGmbH,"Schwenninger Straße 55, 78628 Rottweil",467,http://www.VvPH.de
MEDIAN Klinik St. Georg Bad Dürrheim,"Gartenstrasse  11 und 15, 78073 Bad Dürrheim",116,https://www.median-kliniken.de//de/standorte/median-klinik-st-georg-bad-duerrheim/klinikprofil/
Schwarzwald-Baar Klinikum Villingen-Schwenningen GmbH,"Klinikstraße 11, 78052 Villingen-Schwenningen",796,http://www.sbk-vs.de
Schwarzwald-Baar Klinikum Villingen-Schwenningen GmbH,"Sonnhaldenstraße 2, 78166 Donaueschingen",250,http://www.sbk-vs.de
Zentrum für Psychiatrie Reichenau,"Feursteinstrasse 55, 78479 Reichenau",306,http://www.zfp-reichenau.de
Psychiatrisches Behandlungszentrum Waldshut,"Kaiserstrasse 106, 79761 Waldshut-Tiengen",50,http://www.zfp-reichenau.de
Klinikum Konstanz,"Mainaustraße 35, 78464 Konstanz",380,https://www.glkn.de
Hegau-Bodensee-Klinikum Singen,"Virchowstr. 10, 78224 Singen",448,http://www.glkn.de/glkn/index.php
Hegau-Bodensee-Klinikum Radolfzell,"Hausherrenstraße 12, 78315 Radolfzell",147,http://www.glkn.de/glkn/index.php
Hegau-Bodensee-Klinikum Stühlingen,"Loretoweg 10, 79780 Stühlingen",45,http://www.glkn.de/glkn/index.php
Krankenhaus Stockach,"Am Stadtgarten 10, 78333 Stockach",55,http://www.krankenhaus-stockach.de
MediClin Seidelklinik,"Hebelweg 4, 79415 Bad Bellingen",63,N/A
KLINIKEN DES LANDKREISES LÖRRACH GMBH Kreiskrankenhaus Lörrach,"Spitalstraße  25, 79539 Lörrach",331,http://www.klinloe.de
Kreiskrankenhaus Rheinfelden,"Am Vogelsang 4, 79618 Rheinfelden",115,http://www.klinloe.de
Kreiskrankenhaus Schopfheim,"Schwarzwaldstraße 40, 79650 Schopfheim",101,http://www.klinloe.de/
St. Elisabethen-Krankenhaus Lörrach gGmbH,"Feldbergstraße 15, 79539 Lörrach",227,http://www.elikh.de/Geschaeftsfuehrung_und_Krankenhausleitung.html
"St. Elisabethen-Krankenhaus gGmbH, Tagesklinik Lauchringen","Hauptstrasse 42, 79787 Lauchringen",12,https://www.elikh.de/zentrum-fuer-kinder-und-jugendmedizin.html
Lungenfachklinik St. Blasien,"Muchenländer Str. 4, 79837 St. Blasien",60,http://www.st-blasien-klinik.de
Klinikum Hochrhein,"Kaiserstraße 93-101, 79761 Waldshut-Tiengen",303,http://www.klinikum-hochrhein.de
Epilepsiezentrum Kork,"Landstraße 1, 77694 Kehl-Kork",121,http://www.epilepsiezentrum.de/
Universitätsklinikum Freiburg,"Hugstetter Straße 55, 79106 Freiburg",1.616,https://www.uniklinik-freiburg.de/de.html
Kliniken Schmieder Allensbach,"Zum Tafelholz 8, 78476 Allensbach",107,http://www.kliniken-schmieder.de
Hinterzarten,"Erlenbrucker Str. 14, 79856 Hinterzarten",65,http://klinik-in-der-zarten.de
Hans Carossa Klinik Stühlingen,"Hauptstr. 19, 79780 Stühlingen",37,http://www.carossa-klinik.de
Luisenklinik,"Luisenstr. 56, 78073 Bad Dürrheim",62,http://www.luisenklinik.de
Michael-Balint-Klinik Königsfeld,"Hermann-Volandstr. 10, 78126 Königsfeld",42,http://www.michael-balint-klinik.de/
Fachklinik Wittichen,"Vorder Wittichen 137, 77773 Schenkenzell",15,http://www.bw-lv.de/fachkliniken/fachklinik-wittichen/
MediClin Herzzentrum Lahr/Baden,"Hohbergweg 2, 77933 Lahr/Schwarzwald",75,http://www.herzzentrum-lahr.de
Herz-Zentrum Bodensee,"Luisenstrasse 9a, 78464 Konstanz",30,http://www.herz-zentrum.com
HELIOS Klinik Müllheim,"Heliosweg 1, 79379 Müllheim",150,https://www.helios-gesundheit.de/kliniken/muellheim/
MediClin Klinik an der Lindenhöhe,"Bertha-von-Suttner-Straße 1, 77654 Offenburg",173,http://www.mediclin.de/lindenhoehe
Werner-Schwidder-Klinik,"Herbert-Hellmann-Allee 38, 79189 Bad Krozingen",61,http://www.schwarzwaldkliniken.de
Thure von Uexküll-Klinik,"Badstr. 2, 79286 Glottertal",37,http://www.uexkuell-klinik.de
Zentrum für Psychiatrie Emmendingen / Psychiatrische Tagesklinik Lahr,"Obere Bergstraße  28, 77933 Lahr / Schwarzwald",20,http://www.zfp-emmendingen.de
Tagesklinik Singen,"Freiheitstrasse 11, 78224 Singen",20,http://www.zfp-reichenau.de
Luisenklinik Tagesklinik Radolfzell,"Strandbadstr. 10, 78315 Radolfzell",20,http://www.luisenklinik.de
Klinikum Landkreis Tuttlingen-Gesundheitszentrum Tuttlingen,"Zeppelinstrasse 21, 78532 Tuttlingen",228,http://www.klinikum-tut.de/de/index.html
Spaichingen,"Robert-Koch Strasse 31, 78549 Spaichingen",96,http://www.klinikum-tut.de/
Universitäts-Herzzentrum Freiburg • Bad Krozingen GmbH - Standort Bad Krozingen,"Südring 15, 79189 Bad Krozingen",284,http://www.universitaets-herzzentrum.de
Universitäts-Herzzentrum Freiburg,"Hugstetter 55, 79106 Freiburg ",129,http://www.universitaets-herzzentrum.de
ORTENAU KLINIKUM Wolfach,"Oberwolfacherstr. 10, 77709 Wolfach",80,http://www.ortenau-klinikum.de/klinikum-wolfach
Ortenau Klinikum Kehl,"Kanzmattstr. 2, 77694 Kehl",142,https://offenburg-kehl.ortenau-klinikum.de
Ortenau Klinikum Achern-Oberkirch (Standort Achern),"Josef-Wurzler-Straße 7, 77855 Achern",187,http://www.ortenau-klinikum.de
Ortenau Klinikum Achern-Oberkirch (Standort Oberkirch),"Franz-Schubert-Straße 15, 77704 Oberkirch",82,http://www.ortenau-klinikum.de
Ortenau Klinikum Lahr-Ettenheim Standort Lahr,"Klostenstrasse 19, 77933 Lahr",411,http://www.ortenau-klinikum.de
Ortenau Klinikum Lahr-Ettenheim Standort Ettenheim,"Robert-Koch-Strasse 15, 77955 Ettenheim",77,http://www.ortenau-klinikum.de
Ortenau Klinikum Offenburg-Gengenbach Standort Ebertplatz,"Ebertplatz 12, 77654 Offenburg",461,http://offenburg-kehl.ortenau-klinikum.de/
Ortenau Klinikum Offenburg-Gengenbach Standort Gengenbach,"Leutkirchstraße 32, 77723 Gengenbach",104,http://offenburg-gengenbach.ortenau-klinikum.de/
Ortenau Klinikum Offenburg-Gengenbach Standort St. Josefsklinik,"Weingartenstraße 70, 77654 Offenburg",171,http://offenburg-kehl.ortenau-klinikum.de/
Albklinik Münsingen,"Lautertalstraße 47, 72525 Münsingen",95,http://www.kreiskliniken-reutlingen.de
Klinikum am Steinenberg,"Steinenbergstraße 31, 72764 Reutlingen",546,http://www.kreiskliniken-reutlingen.de
Ermstalklinik Bad Urach,"Stuttgarterstraße 100, 72574 Bad Urach",132,http://www.kreiskliniken-reutlingen.de
ZfP Südwürttemberg Zwiefalten,"Hauptstraße 9, 88529 Zwiefalten",188,http://www.zfp-web.de/
Tagesklinik Riedlingen,"Zwiefalter Straße 56b, 88499 Riedlingen",1,http://www.zfp-web.de
Universitätsklinikum Tübingen,"Geissweg 3, 72076 Tübingen",1.585,https://www.medizin.uni-tuebingen.de/
Tropenklinik Paul-Lechler-Krankenhaus,"Paul-Lechler-Straße 26, 72076 Tübingen",90,https://www.tropenklinik.de
BG Klinik Tübingen,"Schnarrenbergstr. 95, 72076 Tübingen",340,http://www.bgu-tuebingen.de
Zollernalb Klinikum Balingen,"Tübinger Straße 30, 72336 Balingen",219,http://www.zollernalb-klinikum.de
Zollernalb Klinikum Albstadt,"Friedrichstraße 39, 72458 Albstadt",231,http://www.zollernalb-klinikum.de
Universitätsklinikum Ulm,"Albert-Einstein-Allee 29, 89081 Ulm",1.274,http://www.uniklinik-ulm.de/
AGAPLESION BETHESDA KLINIK ULM gGmbH Akademisches Krankenhaus der Universität,"Zollernring 26, 89073 Ulm",90,https://www.bethesda-ulm.de/start
Klinik Dr. Schwarz,"Steingasse 11, 89073 Ulm",26,http://www.klinik-schwarz.de
Alb-Donau Klinikum Ehingen,"Spitalstrasse 29, 89584 Ehingen",375,http://www.adk-gmbh.de
Alb-Donau Klinikum Blaubeuren,"Ulmer Strasse 26, 89143 Blaubeuren",375,http://www.adk-gmbh.de
Alb-Donau Klinikum Langenau,"Karlstrasse 45, 89129 Langenau",375,http://www.adk-gmbh.de
ZfP Südwürttemberg Bad Schussenried,"Pfarrer-Leube-Straße 29, 88427 Bad Schussenried",157,http://www.zfp-web.de/
Abteilung Psychosomatische Medizin und Psychotherapie Aulendorf,"Safranmoosstraße 5, 88326 Aulendorf",24,http://www.zfp-web.de
Tagesklinik Biberach,"Mühlweg 7, 88400 Biberach",1,http://www.zfp-web.de/
Station 1014 Allgemein Psychiatrie Ehingen,"Spitalstraße 31/2, 89584 Ehingen",26,http://www.zfp-web.de
Tagesklinik Ehingen,"Spitalstraße 31/2, 89584 Ehingen",1,http://www.zfp-web.de/
Suchttagesklinik Ulm,"Wilhelmstraße 22, 89073 Ulm",1,http://www.zfp-web.de
Sana Klinikum Biberach,"Ziegelhausstraße 50, 88400 Biberach",343,https://www.kliniken-bc.de/sana-klinikum-biberach/
Sana Klinik Laupheim,"Bronner Straße 34, 88471 Laupheim",78,https://www.kliniken-bc.de/sana-klinik-laupheim/
Sana Klinik Riedlingen,"Zwiefalter Straße 62, 88499 Riedlingen",54,https://www.kliniken-bc.de/sana-klinik-riedlingen/
Fachklinik für Neurologie Dietenbronn GmbH,"Dietenbronn 7, 88477 Schwendi",80,https://www.fachklinik-dietenbronn.de/
Klinikum Friedrichshafen GmbH,"Röntgenstr. 2, 88048 Friedrichshafen",370,http://www.medizin-campus-bodensee.de
Klinik Tettnang GmbH,"Emil-Münch-Straße  16, 88069 Tettnang",140,http://www.medizin-campus-bodensee.de
Helios Spital Überlingen GmbH,"Härlenweg 1, 88662 Überlingen",170,http://www.helios-gesundheit.de/ueberlingen
Krankenhaus Bad Waldsee,"Robert-Koch-Straße 38, 88339 Bad Waldsee",85,http://www.oberschwabenklinik.de
ZfP Südwürttemberg Weissenau,"Weingarthofer Strasse 2, 88214 Ravensburg",472,http://www.zfp-web.de/
ZfP Südwürttemberg Weissenau,"Weingartshofer Straße 2, 88214 Ravensburg",1,http://www.zfp-web.de/
ZfP Südwürttemberg Weissenau,"Weingartshofer Straße 2, 88214 Ravensburg",1,http://www.zfp-zentrum.de
"Tagesklinik für Kinder- und Jugendpsychiatrie und -psychotherapie Aulendorf (im Gebäude der Schussentalklinik, Hintereingang zum Park)","Safranmoosstraße 5, 88326 Aulendorf",1,http://www.zfp-web.de
SINOVA Ravensburg,"Nikolausstraße 14, 88212 Ravensburg",18,https://www.zfp-web.de/
TK Ravensburg,"Nikolausstraße 14, 88212 Ravensburg",1,https://www.zfp-web.de/
Allgemeinpsychiatrie und PSM Friedrichshafen-Bodensee,"Röntgenstraße 8, 88048 Friedrichshafen",62,https://www.zfp-web.de/
Allgemeinpsychiatrie Wangen,"Am Engelberg 39, 88239 Wangen",22,https://www.zfp-web.de/
Tagesklinik Wangen,"Am Engelberg 39, 88329 Wangen",1,https://www.zfp-web.de/
Abt. Alterspsychiatrie am St. Elisabethen-Klinikum,"Elisabethenstrasse 15, Haus C, 88212 Ravensburg",24,http://www.zfp-web.de
St. Elisabethen-Klinikum,"Elisabethenstraße 15, 88212 Ravensburg",542,http://www.oberschwabenklinik.de
Westallgäu-Klinikum,"Am Engelberg 29, 88239 Wangen im Allgäu",205,http://www.oberschwabenklinik.de
Fachkliniken Wangen,"Am Vogelherd 14, 88239 Wangen",158,http://www.fachkliniken-wangen.de
Krankenhaus 14 Nothelfer GmbH,"Ravensburger Straße 39, 88250 Weingarten",133,http://www.medizin-campus-bodensee.de
SRH Krankenhaus Sigmaringen,"Hohenzollernstrasse 40, 72488 Sigmaringen",380,https://www.kliniken-sigmaringen.de/
SRH Krankenhaus Bad Saulgau,"Gänsbühl 1, 88348 Bad Saulgau",60,https://www.kliniken-sigmaringen.de/
SRH Krankenhaus Pfullendorf,"Eichberg 2/1, 88630 Pfullendorf",80,https://www.kliniken-sigmaringen.de/
Chirurgische Klinik Dr. Kübel/ Dr. Albrecht/ Dr. Gühring,"Listplatz 1, 72764 Reutlingen",11,http://www.kronprinzenbau-klinik.de
m&amp;i-Fachkliniken Hohenurach,"Immanuel-Kant-Straße 33, 72574 Bad Urach",18,https://www.fachkliniken-hohenurach.de/
Winghofer Medicum Klinik GmbH,"Röntgenstr. 38, 72108 Rottenburg a.N.",26,http://www.winghofermedicum.de
Steinlach-Klinik GmbH,"Bahnhofstraße 5, 72116 Mössingen",13,http://www.steinlach-klinik.de
Liebenau Kliniken gemeinnützige GmbH | St. Lukas-Klinik,"Siggenweilerstr. 11, 88074 Meckenbeuren",62,https://www.stiftung-liebenau.de/gesundheit/
RKU - Universitäts- und Rehabilitationskliniken Ulm gGmbH,"Oberer Eselsberg 45, 89081 Ulm",241,http://www.rku.de
Schussental-Klinik,"Safranmoosstraße  5, 88326 Aulendorf",82,http://www.schussental-klinik.de/
PP.rt Klinik für Psychiatrie und Psychosomatik Haus Dietrich Bonhoeffer,"Wörthstrasse 52/1, 72764 Reutlingen",91,http://www.pprt.de
PP.rt Klink für Psychiatrie und Psychosomatik Steinenberg,"Steinenbergstraße 31, 72764 Reutlingen",40,http://www.pprt.de
PP.rt Klinik für Psychiatrie und Psychosomatik EchTAZ,"Lindachstraße 43, 72764 Reutlingen",1,http://www.pprt.de
ACURA Kliniken Albstadt GmbH,"Robert-Koch-Str. 26, 72461 Albstadt",55,https://www.acura-kliniken-albstadt.de/
Bundeswehrkrankenhaus Ulm,"Oberer Eselsberg 40, 89081 Ulm",496,https://ulm.bwkrankenhaus.de
Passauer Wolf Bad Gögging - Neurologisches Zentrum für Bewegungsstörungen,"Kaiser-Augustus-Straße 9, 93333 Neustadt a. d. Donau",15,https://www.passauerwolf.de/
Günztalklinik Allgäu,"Hagenmoos 1, 87634 Obergünzburg",50,https://www.guenztalklinik-allgaeu.de
Algesiologikum Tagesklinik für Schmerzmedizin,"Hessstr. 22, 80799 München",1,http://www.algesiologikum.de
Klinikum Aschaffenburg-Alzenau gGmbH - Standort Aschaffenburg,"Am Hasenkopf 1, 63739 Aschaffenburg",849,http://www.klinikum-ab-alz.de
Klinikum Aschaffenburg-Alzenau gGmbH - Standort Alzenau,"Schlosshof 1, 63755 Alzenau-Wasserlos",849,http://www.klinikum-ab-alz.de
Medical Park Betriebs GmbH &amp; Co KG - BS Reithofpark,"Reithof 1, 83075 Bad Feilnbach",25,https://www.medicalpark.de/de/Kliniken_und_Zentren/Reithofpark__Bad_Feilnbach.html
Barmherzige Brüder Paul Gerhardt Haus Regensburg,"Prüfeninger Str. 86, 93049 Regensburg",80,https://www.paulgerhardthaus.de/
Missioklinik Würzburg,"Salvatorstr. 7, 97074 Würzburg",321,https://www.kwm-missioklinik.de/
Juliusspital Würzburg,"Juliuspromenade 19, 97070 Würzburg",342,http://www.kwm-juliusspital.de
Marion von Tessin Memory Tagesklinik,"Nymphenburgerstraße 45, 80335 München",20,https://www.mvt-zentrum.de/
Psychiatrische Tagesklinik Bamberg Forchheim gemeinnützige GmbH,"Buger Straße 80, 96049 Bamberg",1,https://www.sozialstiftung-bamberg.de/klinikum-bamberg/kliniken-und-experten/psychiatrie/psychiatrische-tagesklinik-bamberg-forchheim/
Klinik Dr. Maul GmbH Ingolstadt,"Östliche Ringstraße 4, 85049 Ingolstadt",38,http://www.klinik-dr-maul.de
Helios Klinikum München West,"Steinerweg 5, 81241 München",412,http://www.helios-gesundheit.de/muenchen-west
Helios Klinik München Perlach,"Schmidbauerstraße 44, 81737 München",150,http://www.helios-gesundheit.de/muenchen-perlach
Deutsches Herzzentrum München des Freistaates Bayern,"Lazarettstraße 36, 80636 München",197,http://www.dhm.mhn.de
kbo-Kinderzentrum München,"Heiglhofstraße 65, 81377 München",45,http://www.kbo-kinderzentrum-muenchen.de
kbo-Isar-Amper-Klinikum Atriumhaus,"Bavariastraße 11, 80336 München",52,http://www.iak-kmo.de
kbo - Heckscher-Klinikum gGmbH München,"Deisenhofener Straße 28, 81539 München",75,http://www.kbo-heckscher-klinikum.de
"kbo - Heckscher-Klinikum gGmbH, Abteilung Rosenheim","Ellmaierstraße 27, 83022 Rosenheim",30,https://kbo-heckscher-klinikum.de/standorte/rosenheim
"kbo - Heckscher-Klinikum gGmbH, Abteilung Rottmannshöhe","Rottmannshöhe 1, 82335 Berg",42,https://kbo-heckscher-klinikum.de/standorte/rottmannshoehe
"kbo - Heckscher-Klinikum gGmbH, Abteilung Wasserburg","Gabersee 19, 83512 Wasserburg",20,https://kbo-heckscher-klinikum.de/standorte/wasserburg
"kbo-Heckscher-Klinikum gGmbH, Abteilung Landsberg am Lech","Bgm.-Dr.-Hartmann-Straße 52, 86899 Landsberg am Lech",1,https://kbo-heckscher-klinikum.de/standorte/landsberg
"kbo-Heckscher-Klinikum gGmbH, Abteilung Ingolstadt","Münchner Straße 135, 85051 Ingolstadt",1,https://kbo-heckscher-klinikum.de/standorte/ingolstadt
Kliniken Dritter Orden gGmbH München-Nymphenburg,"Menzinger Str. 44, 80638 München",574,http://www.dritter-orden.de
Barmherzige Brüder Krankenhaus München,"Romanstraße 93, 80639 München",388,http://www.barmherzige-muenchen.de
Klinik Josephinum gAG,"Schönfeldstraße 16, 80539 München",70,http://www.josephinum.de
Klinik Augustinum,"Wolkerweg 16, 81375 München",140,http://www.augustinum-kliniken.de
Krankenhaus für Naturheilweisen,"Seybothstraße 65, 81545 München",110,http://www.krankenhaus-naturheilweisen.de
Diakoniewerk München-Maxvorstadt,"Arcisstr. 35, 80799 München",87,http://www.diakoniewerk-muenchen.de
Augenklinik Herzog Carl Theodor,"Nymphenburger Str. 43, 80335 München",47,http://www.augenklinik-muenchen.de
Schön Klinik München Schwabing,"Parzivalplatz 4, 80804 München",145,http://www.schoen-klinik.de
Max-Planck-Institut für Psychiatrie,"Kraepelinstraße 2-10, 80804 München",120,http://www.psych.mpg.de
Clinic Dr. Decker GmbH,"Seestraße 10-12, 80802 München",45,https://www.clinic-dr-decker.de
Internistisches Klinikum München Süd GmbH,"Am Isarkanal 36, 81379 München",125,https://www.ikms.de/
Chirurgisches Klinikum München Süd GmbH &amp;amp; Co. KG,"Am Isarkanal 30, 81379 München",170,http://www.artemed.de/ckms/de/
München,"Geiselgasteigstraße 203, 81545 München",62,http://www.klinik-menterschwaige.de/die-klinik
Frauenklinik München West GmbH &amp; Co.KG,"Schmiedwegerl 2-6, 81241 München",45,http://www.fklmw.de
Frauenklinik Dr. Geisenhofer,"Hirschauer Str. 6, 80538 München",82,http://www.geisenhoferklinik.de
Arabella-Klinik GmbH,"Arabellastraße 5, 81925 München",60,http://www.arabellaklinik.de
HNO-Klinik Bogenhausen Dr. Gaertner GmbH,"Possartstrasse 27-31, 81679 München",20,http://www.gaertnerklinik.de/
RoMed Klinikum Rosenheim,"Pettenkoferstraße 10, 83022 Rosenheim",622,https://www.romed-kliniken.de/
RoMed Klinik Prien am Chiemsee,"Harrasser Str. 61 - 63, 83209 Prien a. Chiemsee",140,http://www.romed-kliniken.de
Kreiskliniken Altötting-Burghausen Standort Altötting,"Vinzenz-von-Paul-Str. 10, 84503 Altötting",407,http://www.diekreiskliniken.de/
Kreisklinik Burghausen,"Krankenhausstr. 1, 84489 Burghausen",139,http://www.diekreiskliniken.de/
Asklepios Stadtklinik Bad Tölz,"Schützenstraße 15, 83646 Bad Tölz",270,http://www.asklepios.com/bad-toelz/
Kreisklinik Wolfratshausen gGmbH,"Moosbauerweg 5, 82515 Wolfratshausen",165,https://www.kreisklinik-wolfratshausen.de
Kreisklinik Bad Reichenhall,"Riedelstr. 5, 83435 Bad Reichenhall",287,http://www.kliniken-suedostbayern.de/de/leistungsspektrum/kreisklinik-bad-reichenhall.htm
Kreisklinik Freilassing,"Vinzentiusstr. 56, 83395 Freilassing",40,http://www.kliniken-suedostbayern.de/de/leistungsspektrum/kreisklinik-freilassing.htm
Kreisklinik Berchtesgaden,"Locksteinstr. 16, 83471 Berchtesgaden",118,http://www.kliniken-suedostbayern.de/de/leistungsspektrum/kreisklinik-berchtesgaden.htm
Helios Amper-Klinikum Dachau,"Krankenhausstraße 15, 85221 Dachau",441,http://www.helios-gesundheit/dachau.de
Helios Amper-Klinik Indersdorf,"Maroldstraße 45, 85229 Markt Indersdorf",35,http://www.helios-gesundheit/dachau.de
Kreisklinik Ebersberg gemeinnützige GmbH,"Pfarrer-Guggetzer-Straße 3, 85560 Ebersberg",328,https://www.klinik-ebe.de
Klinikum Landkreis Erding,"Bajuwarenstraße 5, 85435 Erding",288,http://www.klinikum-erding.de
Klinikum Landkreis Erding - Außenstelle Dorfen,"Erdinger Straße 17, 84405 Dorfen",42,https://www.klinikum-erding.de
kbo-Isar-Amper-Klinikum Taufkirchen (Vils),"Bräuhausstraße 5, 84416 Taufkirchen",200,http://www.kbo-iak.de
kbo-Isar-Amper-Kinikum Taufkirchen Pychiatrische Tagklinik Freising,"Gute Änger 13, 85356 Freising",1,http://www.kbo-iak.de
Klinik Wartenberg - Professor Dr. Selmair GmbH &amp;amp; Co. KG,"Badstraße 43, 85456 Wartenberg",55,http://www.klinik-wartenberg.de
Klinikum Freising GmbH,"Alois-Steinecker-Straße 18, 85354 Freising",353,http://www.klinikum-freising.de
Klinikum Fürstenfeldbruck,"Dachauer Str. 33, 82256 Fürstenfeldbruck",380,http://www.klinikum-ffb.de
Klinikum Garmisch-Partenkirchen - Haupthaus,"Auenstraße 6, 82467 Garmisch-Partenkirchen",430,http://www.klinikum-gap.de
Klinikum Garmisch-Partenkirchen Aussenstelle Murnau,"Professor-Küntscher-Straße 8, 82418 Murnau",75,http://www.klinikum-gap.de
Deutsches Zentrum für Kinder- und Jugendrheumatologie,"Gehfeldstrasse 24, 82467 Garmisch-Partenkirchen",110,https://www.rheuma-kinderklinik.de/rheuma-zentrum
Sana Kliniken Solln Sendling GmbH Umfirmierung im September 2018 in Sana Klinik München GmbH,"Steinerstraße 3, 81369 München",180,https://www.sana-gesundheitscampus-muenchen.de/
BG Klinikum Murnau gGmbH,"Prof.-Küntscher-Straße 8, 82418 Murnau",566,https://www.bgu-murnau.de
Klinik Oberammergau,"Hubertusstr. 40, 82487 Oberammergau",90,http://www.klinik-oberammergau.de
Klinikum Landsberg am Lech,"Bgm.-Dr.-Hartmann-Str. 50, 86899 Landsberg am Lech",221,http://www.klinikum-landsberg.de
Psychosomatische Klinik Windach,"Schützenstr. 100, 86949 Windach",177,http://www.klinik-windach.de
Tagesklinik Westend,"Westendstr. 185, 80686 München",50,http://www.klinik-windach.de
CIP Klinik Dr. Schlemmer,"Stefanie-von-Strechine-Str. 16, 83646 Bad Tölz",129,http://www.klinik-schlemmer.de
Kreiskliniken des Landkreises Mühldorf a. Inn GmbH - Klinik Mühldorf,"Krankenhausstr. 1, 84453 Mühldorf a. Inn",275,http://www.kliniken-muehldorf.de
